class,canonicalcategory,category,film,name,nominees,winner,detail,multifilmnomination
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,"Good Morning, Vietnam",Robin Williams,Robin Williams,False,Adrian Cronauer,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Broadcast News,Albert Brooks,Albert Brooks,False,Aaron Altman,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Untouchables,Sean Connery,Sean Connery,True,Jim Malone,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Street Smart,Morgan Freeman,Morgan Freeman,False,Fast Black,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Moonstruck,Vincent Gardenia,Vincent Gardenia,False,Cosmo Castorini,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Cry Freedom,Denzel Washington,Denzel Washington,False,Steve Biko,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Moonstruck,Cher,Cher,True,Loretta Castorini,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Fatal Attraction,Glenn Close,Glenn Close,False,Alex Forrest,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Broadcast News,Holly Hunter,Holly Hunter,False,Jane Craig,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Anna,Sally Kirkland,Sally Kirkland,False,Anna,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Ironweed,Meryl Streep,Meryl Streep,False,Helen,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Gaby - A True Story,Norma Aleandro,Norma Aleandro,False,Florencia,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Fatal Attraction,Anne Archer,Anne Archer,False,Beth Gallagher,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Moonstruck,Olympia Dukakis,Olympia Dukakis,True,Rose Castorini,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Throw Momma from the Train,Anne Ramsey,Anne Ramsey,False,Momma,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,The Whales of August,Ann Sothern,Ann Sothern,False,Tisha Doughty,nan
Production,ART DIRECTION,ART DIRECTION,Empire of the Sun,Art Direction: Norman Reynolds; Set Decoration: Harry Cordwell,"Norman Reynolds, Harry Cordwell",False,nan,nan
Production,ART DIRECTION,ART DIRECTION,Hope and Glory,Art Direction: Anthony Pratt; Set Decoration: Joan Woollard,"Anthony Pratt, Joan Woollard",False,nan,nan
Production,ART DIRECTION,ART DIRECTION,The Last Emperor,"Art Direction: Ferdinando Scarfiotti; Set Decoration: Bruno Cesari, Osvaldo Desideri","Ferdinando Scarfiotti, Bruno Cesari, Osvaldo Desideri",True,nan,nan
Production,ART DIRECTION,ART DIRECTION,Radio Days,"Art Direction: Santo Loquasto; Set Decoration: Carol Joffe, Les Bloom, George DeTitta, Jr.","Santo Loquasto, Carol Joffe, Les Bloom, George DeTitta Jr.",False,nan,nan
Production,ART DIRECTION,ART DIRECTION,The Untouchables,"Art Direction: Patrizia Von Brandenstein, William A. Elliott; Set Decoration: Hal Gausman","Patrizia Von Brandenstein, William A. Elliott, Hal Gausman",False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Broadcast News,Michael Ballhaus,Michael Ballhaus,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Empire of the Sun,Allen Daviau,Allen Daviau,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Hope and Glory,Philippe Rousselot,Philippe Rousselot,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Last Emperor,Vittorio Storaro,Vittorio Storaro,True,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Matewan,Haskell Wexler,Haskell Wexler,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,The Dead,Dorothy Jeakins,Dorothy Jeakins,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,Empire of the Sun,Bob Ringwood,Bob Ringwood,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,The Last Emperor,James Acheson,James Acheson,True,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,Maurice,"Jenny Beavan, John Bright","Jenny Beavan, John Bright",False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,The Untouchables,Marilyn Vance-Straker,Marilyn Vance-Straker,False,nan,nan
Directing,DIRECTING,DIRECTING,Fatal Attraction,Adrian Lyne,Adrian Lyne,False,nan,nan
Directing,DIRECTING,DIRECTING,Hope and Glory,John Boorman,John Boorman,False,nan,nan
Directing,DIRECTING,DIRECTING,The Last Emperor,Bernardo Bertolucci,Bernardo Bertolucci,True,nan,nan
Directing,DIRECTING,DIRECTING,Moonstruck,Norman Jewison,Norman Jewison,False,nan,nan
Directing,DIRECTING,DIRECTING,My Life as a Dog,Lasse Hallström,Lasse Hallström,False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,"Callie Crossley and James A. DeVinney, Producers","Callie Crossley, James A. DeVinney",False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Hellfire: A Journey from Hiroshima,"John Junkerman and John W. Dower, Producers","John Junkerman, John W. Dower",False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Radio Bikini,"Robert Stone, Producer",Robert Stone,False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),A Stitch for Time,"Barbara Herbich and Cyril Christo, Producers","Barbara Herbich, Cyril Christo",False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,"Aviva Slesin, Producer",Aviva Slesin,True,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Frances Steloff: Memoirs of a Bookseller,"Deborah Dickson, Producer",Deborah Dickson,False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),In the Wee Wee Hours...,"Dr. Frank Daniel and Izak Ben-Meir, Producers","Dr. Frank Daniel, Izak Ben-Meir",False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Language Says It All,"Megan Williams, Producer",Megan Williams,False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Silver into Gold,"Lynn Mueller, Producer",Lynn Mueller,False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Young at Heart,"Sue Marx and Pamela Conn, Producers","Sue Marx, Pamela Conn",True,nan,nan
Production,FILM EDITING,FILM EDITING,Broadcast News,Richard Marks,Richard Marks,False,nan,nan
Production,FILM EDITING,FILM EDITING,Empire of the Sun,Michael Kahn,Michael Kahn,False,nan,nan
Production,FILM EDITING,FILM EDITING,Fatal Attraction,"Michael Kahn, Peter E. Berger","Michael Kahn, Peter E. Berger",False,nan,nan
Production,FILM EDITING,FILM EDITING,The Last Emperor,Gabriella Cristiani,Gabriella Cristiani,True,nan,nan
Production,FILM EDITING,FILM EDITING,RoboCop,Frank J. Urioste,Frank J. Urioste,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,"Au Revoir Les Enfants (Goodbye, Children)",France,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Babette's Feast,Denmark,nan,True,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Course Completed,Spain,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Family,Italy,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Pathfinder,Norway,nan,False,nan,nan
Production,MAKEUP AND HAIRSTYLING,MAKEUP,Happy New Year,Bob Laden,Bob Laden,False,nan,nan
Production,MAKEUP AND HAIRSTYLING,MAKEUP,Harry and the Hendersons,Rick Baker,Rick Baker,True,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),Cry Freedom,"George Fenton, Jonas Gwangwa","George Fenton, Jonas Gwangwa",False,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),Empire of the Sun,John Williams,John Williams,False,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),The Last Emperor,"Ryuichi Sakamoto, David Byrne, Cong Su","Ryuichi Sakamoto, David Byrne, Cong Su",True,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),The Untouchables,Ennio Morricone,Ennio Morricone,False,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),The Witches of Eastwick,John Williams,John Williams,False,nan,nan
Music,MUSIC (Original Song),MUSIC (Original Song),Cry Freedom,Music and Lyric by George Fenton and Jonas Gwangwa,"George Fenton, Jonas Gwangwa",False,Cry Freedom,nan
Music,MUSIC (Original Song),MUSIC (Original Song),Dirty Dancing,"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte","Franke Previte, John DeNicola, Donald Markowitz",True,(I've Had) The Time Of My Life,nan
Music,MUSIC (Original Song),MUSIC (Original Song),Mannequin,Music and Lyric by Albert Hammond and Diane Warren,"Albert Hammond, Diane Warren",False,Nothing's Gonna Stop Us Now,nan
Music,MUSIC (Original Song),MUSIC (Original Song),Beverly Hills Cop II,"Music by Harold Faltermeyer and Keith Forsey; Lyric by Harold Faltermeyer, Keith Forsey and Bob Seger","Harold Faltermeyer, Keith Forsey, Bob Seger",False,Shakedown,nan
Music,MUSIC (Original Song),MUSIC (Original Song),The Princess Bride,Music and Lyric by Willy DeVille,Willy DeVille,False,Storybook Love,nan
Title,BEST PICTURE,BEST PICTURE,Broadcast News,"James L. Brooks, Producer",James L. Brooks,False,nan,nan
Title,BEST PICTURE,BEST PICTURE,Fatal Attraction,"Stanley R. Jaffe and Sherry Lansing, Producers","Stanley R. Jaffe, Sherry Lansing",False,nan,nan
Title,BEST PICTURE,BEST PICTURE,Hope and Glory,"John Boorman, Producer",John Boorman,False,nan,nan
Title,BEST PICTURE,BEST PICTURE,The Last Emperor,"Jeremy Thomas, Producer",Jeremy Thomas,True,nan,nan
Title,BEST PICTURE,BEST PICTURE,Moonstruck,"Patrick Palmer and Norman Jewison, Producers","Patrick Palmer, Norman Jewison",False,nan,nan
Title,SHORT FILM (Animated),SHORT FILM (Animated),George and Rosemary,"Eunice Macaulay, Producer",Eunice Macaulay,False,nan,nan
Title,SHORT FILM (Animated),SHORT FILM (Animated),The Man Who Planted Trees,"Frédéric Back, Producer",Frédéric Back,True,nan,nan
Title,SHORT FILM (Animated),SHORT FILM (Animated),Your Face,"Bill Plympton, Producer",Bill Plympton,False,nan,nan
Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Making Waves,"Ann Wingate, Producer",Ann Wingate,False,nan,nan
Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Ray's Male Heterosexual Dance Hall,"Jonathan Sanger and Jana Sue Memel, Producers","Jonathan Sanger, Jana Sue Memel",True,nan,nan
Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Shoeshine,"Robert A. Katz, Producer",Robert A. Katz,False,nan,nan
Production,SOUND MIXING,SOUND,Empire of the Sun,"Robert Knudson, Don Digirolamo, John Boyd, Tony Dawe","Robert Knudson, Don Digirolamo, John Boyd, Tony Dawe",False,nan,nan
Production,SOUND MIXING,SOUND,The Last Emperor,"Bill Rowe, Ivan Sharrock","Bill Rowe, Ivan Sharrock",True,nan,nan
Production,SOUND MIXING,SOUND,Lethal Weapon,"Les Fresholtz, Dick Alexander, Vern Poore, Bill Nelson","Les Fresholtz, Dick Alexander, Vern Poore, Bill Nelson",False,nan,nan
Production,SOUND MIXING,SOUND,RoboCop,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Robert Wald","Michael J. Kohut, Carlos de Larios, Aaron Rochin, Robert Wald",False,nan,nan
Production,SOUND MIXING,SOUND,The Witches of Eastwick,"Wayne Artman, Tom Beckert, Tom Dahl, Art Rochester","Wayne Artman, Tom Beckert, Tom Dahl, Art Rochester",False,nan,nan
Production,VISUAL EFFECTS,VISUAL EFFECTS,Innerspace,"Dennis Muren, William George, Harley Jessup, Kenneth Smith","Dennis Muren, William George, Harley Jessup, Kenneth Smith",True,nan,nan
Production,VISUAL EFFECTS,VISUAL EFFECTS,Predator,"Joel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston","Joel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston",False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),The Dead,Tony Huston,Tony Huston,False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),Fatal Attraction,James Dearden,James Dearden,False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),Full Metal Jacket,"Stanley Kubrick, Michael Herr, Gustav Hasford","Stanley Kubrick, Michael Herr, Gustav Hasford",False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),The Last Emperor,"Mark Peploe, Bernardo Bertolucci","Mark Peploe, Bernardo Bertolucci",True,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),My Life as a Dog,"Lasse Hallström, Reidar Jönsson, Brasse Brännström, Per Berglund","Lasse Hallström, Reidar Jönsson, Brasse Brännström, Per Berglund",False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),"Au Revoir Les Enfants (Goodbye, Children)",Louis Malle,Louis Malle,False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Broadcast News,James L. Brooks,James L. Brooks,False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Hope and Glory,John Boorman,John Boorman,False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Moonstruck,John Patrick Shanley,John Patrick Shanley,True,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Radio Days,Woody Allen,Woody Allen,False,nan,nan
Special,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),RoboCop,"Stephen Flick, John Pospisil","Stephen Flick, John Pospisil",True,nan,nan
Special,IRVING G. THALBERG MEMORIAL AWARD,IRVING G. THALBERG MEMORIAL AWARD,nan,Billy Wilder,Billy Wilder,True,nan,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Mississippi Burning,Gene Hackman,Gene Hackman,False,Anderson,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Big,Tom Hanks,Tom Hanks,False,Josh,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Rain Man,Dustin Hoffman,Dustin Hoffman,True,Raymond Babbitt,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Stand and Deliver,Edward James Olmos,Edward James Olmos,False,Jaime Escalante,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Pelle the Conqueror,Max von Sydow,Max von Sydow,False,Lasse Karlsson,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Little Dorrit,Alec Guinness,Alec Guinness,False,William Dorrit,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,A Fish Called Wanda,Kevin Kline,Kevin Kline,True,Otto,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Tucker The Man and His Dream,Martin Landau,Martin Landau,False,Abe,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Running on Empty,River Phoenix,River Phoenix,False,Danny Pope,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Married to the Mob,Dean Stockwell,Dean Stockwell,False,Tony 'the Tiger' Russo,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Dangerous Liaisons,Glenn Close,Glenn Close,False,Marquise de Merteuil,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,The Accused,Jodie Foster,Jodie Foster,True,Sarah Tobias,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Working Girl,Melanie Griffith,Melanie Griffith,False,Tess McGill,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,A Cry in the Dark,Meryl Streep,Meryl Streep,False,Lindy,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Gorillas in the Mist,Sigourney Weaver,Sigourney Weaver,False,Dian Fossey,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Working Girl,Joan Cusack,Joan Cusack,False,Cyn,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,The Accidental Tourist,Geena Davis,Geena Davis,True,Muriel,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Mississippi Burning,Frances McDormand,Frances McDormand,False,Mrs. Pell,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Dangerous Liaisons,Michelle Pfeiffer,Michelle Pfeiffer,False,Madame de Tourvel,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Working Girl,Sigourney Weaver,Sigourney Weaver,False,Katharine Parker,nan
Production,ART DIRECTION,ART DIRECTION,Beaches,Art Direction: Albert Brenner; Set Decoration: Garrett Lewis,"Albert Brenner, Garrett Lewis",False,nan,nan
Production,ART DIRECTION,ART DIRECTION,Dangerous Liaisons,Art Direction: Stuart Craig; Set Decoration: Gerard James,"Stuart Craig, Gerard James",True,nan,nan
Production,ART DIRECTION,ART DIRECTION,Rain Man,Art Direction: Ida Random; Set Decoration: Linda DeScenna,"Ida Random, Linda DeScenna",False,nan,nan
Production,ART DIRECTION,ART DIRECTION,Tucker The Man and His Dream,Art Direction: Dean Tavoularis; Set Decoration: Armin Ganz,"Dean Tavoularis, Armin Ganz",False,nan,nan
Production,ART DIRECTION,ART DIRECTION,Who Framed Roger Rabbit,Art Direction: Elliot Scott; Set Decoration: Peter Howitt,"Elliot Scott, Peter Howitt",False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Mississippi Burning,Peter Biziou,Peter Biziou,True,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Rain Man,John Seale,John Seale,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Tequila Sunrise,Conrad L. Hall,Conrad L. Hall,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Unbearable Lightness of Being,Sven Nykvist,Sven Nykvist,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Who Framed Roger Rabbit,Dean Cundey,Dean Cundey,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,Coming to America,Deborah Nadoolman,Deborah Nadoolman,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,Dangerous Liaisons,James Acheson,James Acheson,True,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,A Handful of Dust,Jane Robinson,Jane Robinson,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,Sunset,Patricia Norris,Patricia Norris,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,Tucker The Man and His Dream,Milena Canonero,Milena Canonero,False,nan,nan
Directing,DIRECTING,DIRECTING,A Fish Called Wanda,Charles Crichton,Charles Crichton,False,nan,nan
Directing,DIRECTING,DIRECTING,The Last Temptation of Christ,Martin Scorsese,Martin Scorsese,False,nan,nan
Directing,DIRECTING,DIRECTING,Mississippi Burning,Alan Parker,Alan Parker,False,nan,nan
Directing,DIRECTING,DIRECTING,Rain Man,Barry Levinson,Barry Levinson,True,nan,nan
Directing,DIRECTING,DIRECTING,Working Girl,Mike Nichols,Mike Nichols,False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,"Robert Bilheimer and Ronald Mix, Producers","Robert Bilheimer, Ronald Mix",False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Hotel Terminus: The Life and Times of Klaus Barbie,"Marcel Ophuls, Producer",Marcel Ophuls,True,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Let's Get Lost,"Bruce Weber and Nan Bush, Producers","Bruce Weber, Nan Bush",False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Promises to Keep,"Ginny Durrin, Producer",Ginny Durrin,False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Who Killed Vincent Chin?,"Renee Tajima and Christine Choy, Producers","Renee Tajima, Christine Choy",False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),The Children's Storefront,"Karen Goodman, Producer",Karen Goodman,False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Family Gathering,"Lise Yasui and Ann Tegnell, Producers","Lise Yasui, Ann Tegnell",False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Gang Cops,"Thomas B. Fleming and Daniel J. Marks, Producers","Thomas B. Fleming, Daniel J. Marks",False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Portrait of Imogen,"Nancy Hale and Meg Partridge, Producers","Nancy Hale, Meg Partridge",False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),You Don't Have to Die,"William Guttentag and Malcolm Clarke, Producers","William Guttentag, Malcolm Clarke",True,nan,nan
Production,FILM EDITING,FILM EDITING,Die Hard,"Frank J. Urioste, John F. Link","Frank J. Urioste, John F. Link",False,nan,nan
Production,FILM EDITING,FILM EDITING,Gorillas in the Mist,Stuart Baird,Stuart Baird,False,nan,nan
Production,FILM EDITING,FILM EDITING,Mississippi Burning,Gerry Hambling,Gerry Hambling,False,nan,nan
